enrollment_id,facility_id,enrollment_month,age_band,enrolled_count,subsidized_count,record_created
ENR000839,FAC0023,2025-11,Kindergarten,35,30,2025-11-14
ENR000840,FAC0023,2025-11,School-Age,20,13,2025-11-11
ENR000841,FAC0023,2025-11,Toddler,21,18,2025-11-16
ENR000842,FAC0023,2025-11,Preschool,31,20,2025-11-21
ENR000843,FAC0023,2025-12,Infant,24,21,2025-12-06
ENR000844,FAC0023,2025-12,Toddler,41,20,2025-12-03
ENR000845,FAC0023,2025-12,Kindergarten,22,12,2025-12-28
ENR000846,FAC0024,2025-01,Kindergarten,19,14,2025-01-01
ENR000847,FAC0024,2025-01,Infant,10,6,2025-01-13
ENR000848,FAC0024,2025-01,School-Age,11,6,2025-01-21
ENR000849,FAC0024,2025-01,Toddler,29,20,2025-01-20
ENR000850,FAC0024,2025-02,Infant,10,9,2025-02-03
ENR000851,FAC0024,2025-02,Preschool,21,10,2025-02-05
ENR000852,FAC0024,2025-02,Toddler,21,14,2025-02-01
ENR000853,FAC0024,2025-02,School-Age,9,4,2025-02-06
ENR000854,FAC0024,2025-03,Kindergarten,19,10,2025-03-10
ENR000855,FAC0024,2025-03,Preschool,19,11,2025-03-06
ENR000856,FAC0024,2025-03,Toddler,4,1,2025-03-17
ENR000857,FAC0024,2025-03,School-Age,27,10,2025-03-07
ENR000858,FAC0024,2025-04,Kindergarten,32,17,2025-04-03
ENR000859,FAC0024,2025-04,School-Age,55,37,2025-04-05
ENR000860,FAC0024,2025-05,Preschool,45,26,2025-05-11
ENR000861,FAC0024,2025-05,School-Age,7,5,2025-05-15
ENR000862,FAC0024,2025-05,Infant,30,19,2025-05-23
ENR000863,FAC0024,2025-06,School-Age,47,44,2025-06-21
ENR000864,FAC0024,2025-06,Toddler,39,20,2025-06-12
ENR000865,FAC0024,2025-06,Preschool,10,7,2025-06-01
ENR000866,FAC0024,2025-07,School-Age,18,8,2025-07-22
ENR000867,FAC0024,2025-07,Infant,60,29,2025-07-06
ENR000868,FAC0024,2025-08,School-Age,47,28,2025-08-02
ENR000869,FAC0024,2025-08,Toddler,43,32,2025-08-17
ENR000870,FAC0024,2025-08,Kindergarten,37,15,2025-08-05
ENR000871,FAC0024,2025-09,Kindergarten,42,22,2025-09-02
ENR000872,FAC0024,2025-09,Preschool,27,20,2025-09-05
ENR000873,FAC0024,2025-09,Infant,28,15,2025-09-09
ENR000874,FAC0024,2025-10,School-Age,24,19,2025-10-25
ENR000875,FAC0024,2025-10,Preschool,34,20,2025-10-01
ENR000876,FAC0024,2025-10,Toddler,4,3,2025-10-16
ENR000877,FAC0024,2025-11,Preschool,28,15,2025-11-21
ENR000878,FAC0024,2025-11,Infant,31,14,2025-11-22
ENR000879,FAC0024,2025-11,School-Age,32,27,2025-11-08
ENR000880,FAC0024,2025-11,Toddler,24,11,2025-11-01
ENR000881,FAC0024,2025-12,School-Age,41,18,2025-12-02
ENR000882,FAC0024,2025-12,Kindergarten,26,12,2025-12-09
ENR000883,FAC0024,2025-12,Preschool,10,6,2025-12-02
ENR000884,FAC0025,2025-01,Toddler,20,16,2025-01-08
ENR000885,FAC0025,2025-01,Kindergarten,19,15,2025-01-08
ENR000886,FAC0025,2025-02,Toddler,11,9,2025-02-25
ENR000887,FAC0025,2025-02,School-Age,20,10,2025-02-19
ENR000888,FAC0025,2025-02,Infant,20,18,2025-02-16
ENR000889,FAC0025,2025-03,School-Age,11,9,2025-03-16
ENR000890,FAC0025,2025-03,Kindergarten,14,11,2025-03-20
ENR000891,FAC0025,2025-03,Infant,4,1,2025-03-24
ENR000892,FAC0025,2025-03,Toddler,13,7,2025-03-15
ENR000893,FAC0025,2025-04,Preschool,15,9,2025-04-11
ENR000894,FAC0025,2025-04,School-Age,18,8,2025-04-13
ENR000895,FAC0025,2025-04,Toddler,20,16,2025-04-14
ENR000896,FAC0025,2025-05,Kindergarten,13,7,2025-05-21
ENR000897,FAC0025,2025-05,Toddler,12,6,2025-05-12
ENR000898,FAC0025,2025-05,School-Age,16,10,2025-05-03
ENR000899,FAC0025,2025-06,Toddler,15,9,2025-06-13
ENR000900,FAC0025,2025-06,Infant,8,4,2025-06-15
ENR000901,FAC0025,2025-06,School-Age,7,4,2025-06-19
ENR000902,FAC0025,2025-06,Kindergarten,16,7,2025-06-12
ENR000903,FAC0025,2025-07,School-Age,23,10,2025-07-04
ENR000904,FAC0025,2025-07,Preschool,16,15,2025-07-23
ENR000905,FAC0025,2025-08,Infant,7,5,2025-08-01
ENR000906,FAC0025,2025-08,Toddler,20,8,2025-08-05
ENR000907,FAC0025,2025-08,School-Age,13,10,2025-08-22
ENR000908,FAC0025,2025-09,Kindergarten,10,5,2025-09-20
ENR000909,FAC0025,2025-09,Infant,4,2,2025-09-02
ENR000910,FAC0025,2025-09,Toddler,21,19,2025-09-28
ENR000911,FAC0025,2025-10,Toddler,13,7,2025-10-01
ENR000912,FAC0025,2025-10,School-Age,9,8,2025-10-05
ENR000913,FAC0025,2025-10,Preschool,18,13,2025-10-12
ENR000914,FAC0025,2025-11,Preschool,15,8,2025-11-18
ENR000915,FAC0025,2025-11,Kindergarten,9,4,2025-11-28
ENR000916,FAC0025,2025-11,School-Age,10,9,2025-11-24
ENR000917,FAC0025,2025-11,Toddler,4,2,2025-11-02
ENR000918,FAC0025,2025-12,Toddler,13,6,2025-12-24
ENR000919,FAC0025,2025-12,Infant,14,8,2025-12-26
ENR000920,FAC0026,2025-01,Preschool,17,10,2025-01-20
ENR000921,FAC0026,2025-01,Toddler,5,3,2025-01-17
ENR000922,FAC0026,2025-01,School-Age,23,19,2025-01-08
ENR000923,FAC0026,2025-02,Toddler,15,11,2025-02-18
ENR000924,FAC0026,2025-02,School-Age,20,9,2025-02-26
ENR000925,FAC0026,2025-02,Infant,5,4,2025-02-08
ENR000926,FAC0026,2025-03,School-Age,8,5,2025-03-05
ENR000927,FAC0026,2025-03,Toddler,15,12,2025-03-28
ENR000928,FAC0026,2025-03,Infant,16,8,2025-03-13
ENR000929,FAC0026,2025-03,Preschool,12,9,2025-03-22
ENR000930,FAC0026,2025-04,Kindergarten,8,4,2025-04-11
ENR000931,FAC0026,2025-04,Toddler,6,3,2025-04-07
ENR000932,FAC0026,2025-04,School-Age,15,11,2025-04-20
ENR000933,FAC0026,2025-04,Preschool,13,8,2025-04-17
ENR000934,FAC0026,2025-05,Infant,9,4,2025-05-05
ENR000935,FAC0026,2025-05,School-Age,7,6,2025-05-13
ENR000936,FAC0026,2025-05,Preschool,6,3,2025-05-22
ENR000937,FAC0026,2025-06,School-Age,10,7,2025-06-24
ENR000938,FAC0026,2025-06,Toddler,11,5,2025-06-13
ENR000939,FAC0026,2025-06,Kindergarten,23,15,2025-06-24
ENR000940,FAC0026,2025-07,Infant,13,8,2025-07-07
ENR000941,FAC0026,2025-07,Kindergarten,7,6,2025-07-03
ENR000942,FAC0026,2025-08,Kindergarten,21,12,2025-08-25
ENR000943,FAC0026,2025-08,Preschool,5,4,2025-08-25
ENR000944,FAC0026,2025-09,Preschool,10,5,2025-09-27
ENR000945,FAC0026,2025-09,Kindergarten,8,4,2025-09-28
ENR000946,FAC0026,2025-09,Infant,16,12,2025-09-08
ENR000947,FAC0026,2025-10,Toddler,6,2,2025-10-17
ENR000948,FAC0026,2025-10,Preschool,5,3,2025-10-17
ENR000949,FAC0026,2025-10,School-Age,22,12,2025-10-17
ENR000950,FAC0026,2025-11,School-Age,4,1,2025-11-28
ENR000951,FAC0026,2025-11,Toddler,13,8,2025-11-23
ENR000952,FAC0026,2025-11,Infant,14,11,2025-11-09
ENR000953,FAC0026,2025-11,Preschool,10,4,2025-11-07
ENR000954,FAC0026,2025-12,Toddler,8,3,2025-12-18
ENR000955,FAC0026,2025-12,Kindergarten,5,2,2025-12-04
ENR000956,FAC0027,2025-01,Infant,29,15,2025-01-09
ENR000957,FAC0027,2025-01,Preschool,25,12,2025-01-10
ENR000958,FAC0027,2025-01,Kindergarten,32,15,2025-01-16
ENR000959,FAC0027,2025-01,Toddler,6,2,2025-01-14
ENR000960,FAC0027,2025-02,Infant,26,16,2025-02-15
ENR000961,FAC0027,2025-02,Preschool,24,20,2025-02-28
ENR000962,FAC0027,2025-02,School-Age,32,16,2025-02-15
ENR000963,FAC0027,2025-02,Kindergarten,23,9,2025-02-02
ENR000964,FAC0027,2025-03,Infant,50,33,2025-03-01
ENR000965,FAC0027,2025-03,Kindergarten,4,3,2025-03-13
ENR000966,FAC0027,2025-04,Preschool,30,17,2025-04-03
ENR000967,FAC0027,2025-04,School-Age,10,7,2025-04-20
ENR000968,FAC0027,2025-05,Toddler,22,13,2025-05-18
ENR000969,FAC0027,2025-05,Infant,29,18,2025-05-16
ENR000970,FAC0027,2025-05,Kindergarten,34,19,2025-05-04
ENR000971,FAC0027,2025-05,Preschool,28,25,2025-05-20
ENR000972,FAC0027,2025-06,School-Age,33,30,2025-06-06
ENR000973,FAC0027,2025-06,Preschool,31,21,2025-06-22
ENR000974,FAC0027,2025-06,Toddler,4,2,2025-06-21
ENR000975,FAC0027,2025-06,Infant,35,29,2025-06-04
ENR000976,FAC0027,2025-07,Preschool,26,18,2025-07-11
ENR000977,FAC0027,2025-07,Kindergarten,26,20,2025-07-05
ENR000978,FAC0027,2025-07,Infant,38,30,2025-07-16
ENR000979,FAC0027,2025-08,Preschool,32,22,2025-08-21
ENR000980,FAC0027,2025-08,School-Age,10,7,2025-08-05
ENR000981,FAC0027,2025-09,School-Age,73,67,2025-09-24
ENR000982,FAC0027,2025-09,Infant,36,28,2025-09-09
ENR000983,FAC0027,2025-10,Preschool,42,20,2025-10-06
ENR000984,FAC0027,2025-10,Kindergarten,19,10,2025-10-01
ENR000985,FAC0027,2025-10,School-Age,10,6,2025-10-10
ENR000986,FAC0027,2025-11,School-Age,27,14,2025-11-24
ENR000987,FAC0027,2025-11,Infant,20,17,2025-11-24
ENR000988,FAC0027,2025-11,Preschool,28,22,2025-11-24
ENR000989,FAC0027,2025-11,Kindergarten,26,10,2025-11-07
ENR000990,FAC0027,2025-12,Infant,8,4,2025-12-12
ENR000991,FAC0027,2025-12,Kindergarten,26,18,2025-12-23
ENR000992,FAC0028,2025-01,Infant,19,14,2025-01-09
ENR000993,FAC0028,2025-01,School-Age,16,13,2025-01-27
ENR000994,FAC0028,2025-01,Toddler,23,13,2025-01-16
ENR000995,FAC0028,2025-01,Preschool,9,4,2025-01-20
ENR000996,FAC0028,2025-02,Infant,22,20,2025-02-20
ENR000997,FAC0028,2025-02,School-Age,5,3,2025-02-17
ENR000998,FAC0028,2025-02,Preschool,10,4,2025-02-03
ENR000999,FAC0028,2025-02,Toddler,5,4,2025-02-08
ENR001000,FAC0028,2025-03,Preschool,13,9,2025-03-11
ENR001001,FAC0028,2025-03,Kindergarten,22,17,2025-03-04
ENR001002,FAC0028,2025-03,Infant,4,2,2025-03-17
ENR001003,FAC0028,2025-03,School-Age,11,6,2025-03-04
ENR001004,FAC0028,2025-04,Kindergarten,23,11,2025-04-07
ENR001005,FAC0028,2025-04,Preschool,6,2,2025-04-13
ENR001006,FAC0028,2025-04,Toddler,27,23,2025-04-17
ENR001007,FAC0028,2025-05,Toddler,17,14,2025-05-26
ENR001008,FAC0028,2025-05,Infant,4,3,2025-05-16
ENR001009,FAC0028,2025-05,Preschool,18,7,2025-05-28
ENR001010,FAC0028,2025-05,Kindergarten,5,3,2025-05-18
ENR001011,FAC0028,2025-06,Infant,48,29,2025-06-28
ENR001012,FAC0028,2025-06,School-Age,47,35,2025-06-12
ENR001013,FAC0028,2025-07,School-Age,22,19,2025-07-11
ENR001014,FAC0028,2025-07,Toddler,6,2,2025-07-24
ENR001015,FAC0028,2025-07,Infant,8,6,2025-07-01
ENR001016,FAC0028,2025-07,Kindergarten,9,8,2025-07-07
ENR001017,FAC0028,2025-08,Kindergarten,40,30,2025-08-28
ENR001018,FAC0028,2025-08,Preschool,18,10,2025-08-23
ENR001019,FAC0028,2025-09,School-Age,6,4,2025-09-14
ENR001020,FAC0028,2025-09,Kindergarten,20,12,2025-09-05
ENR001021,FAC0028,2025-09,Preschool,20,18,2025-09-09
ENR001022,FAC0028,2025-09,Toddler,6,4,2025-09-02
ENR001023,FAC0028,2025-10,Infant,41,23,2025-10-21
ENR001024,FAC0028,2025-10,Kindergarten,21,19,2025-10-21
ENR001025,FAC0028,2025-11,Preschool,27,20,2025-11-18
ENR001026,FAC0028,2025-11,School-Age,10,8,2025-11-08
ENR001027,FAC0028,2025-11,Toddler,22,19,2025-11-27
ENR001028,FAC0028,2025-12,Infant,21,10,2025-12-13
ENR001029,FAC0028,2025-12,Toddler,7,2,2025-12-25
ENR001030,FAC0028,2025-12,Preschool,24,9,2025-12-10
ENR001031,FAC0029,2025-01,Infant,15,11,2025-01-04
ENR001032,FAC0029,2025-01,Kindergarten,6,2,2025-01-18
ENR001033,FAC0029,2025-01,School-Age,15,9,2025-01-12
ENR001034,FAC0029,2025-01,Toddler,10,5,2025-01-10
ENR001035,FAC0029,2025-02,Kindergarten,7,3,2025-02-18
ENR001036,FAC0029,2025-02,Preschool,11,7,2025-02-07
ENR001037,FAC0029,2025-02,Infant,4,2,2025-02-16
ENR001038,FAC0029,2025-02,Toddler,4,3,2025-02-10
ENR001039,FAC0029,2025-03,Infant,13,5,2025-03-16
ENR001040,FAC0029,2025-03,School-Age,24,18,2025-03-06
ENR001041,FAC0029,2025-03,Preschool,16,12,2025-03-01
ENR001042,FAC0029,2025-04,Kindergarten,5,3,2025-04-11
ENR001043,FAC0029,2025-04,Preschool,17,15,2025-04-15
ENR001044,FAC0029,2025-04,School-Age,8,4,2025-04-24
ENR001045,FAC0029,2025-04,Infant,17,10,2025-04-03
ENR001046,FAC0029,2025-05,Infant,26,14,2025-05-18
ENR001047,FAC0029,2025-05,Preschool,27,24,2025-05-04
ENR001048,FAC0029,2025-06,Kindergarten,19,13,2025-06-17
ENR001049,FAC0029,2025-06,Toddler,25,15,2025-06-27
ENR001050,FAC0029,2025-07,Preschool,16,7,2025-07-26
ENR001051,FAC0029,2025-07,Kindergarten,35,32,2025-07-04
ENR001052,FAC0029,2025-08,Preschool,32,23,2025-08-27
ENR001053,FAC0029,2025-08,Toddler,19,9,2025-08-03
ENR001054,FAC0029,2025-09,School-Age,18,7,2025-09-17
ENR001055,FAC0029,2025-09,Preschool,8,5,2025-09-12
ENR001056,FAC0029,2025-09,Infant,23,17,2025-09-21
ENR001057,FAC0029,2025-10,Infant,24,16,2025-10-13
ENR001058,FAC0029,2025-10,Preschool,24,18,2025-10-24
ENR001059,FAC0029,2025-10,Kindergarten,22,15,2025-10-09
ENR001060,FAC0029,2025-11,Toddler,6,2,2025-11-07
ENR001061,FAC0029,2025-11,Kindergarten,27,21,2025-11-26
ENR001062,FAC0029,2025-12,Toddler,14,5,2025-12-04
ENR001063,FAC0029,2025-12,Infant,22,9,2025-12-14
ENR001064,FAC0029,2025-12,Kindergarten,24,18,2025-12-20
ENR001065,FAC0030,2025-01,Toddler,11,4,2025-01-23
ENR001066,FAC0030,2025-01,School-Age,5,3,2025-01-28
ENR001067,FAC0030,2025-01,Preschool,16,7,2025-01-03
ENR001068,FAC0030,2025-02,School-Age,11,7,2025-02-13
ENR001069,FAC0030,2025-02,Toddler,9,4,2025-02-21
ENR001070,FAC0030,2025-03,Preschool,27,23,2025-03-15
ENR001071,FAC0030,2025-03,Kindergarten,19,12,2025-03-11
ENR001072,FAC0030,2025-04,Toddler,10,7,2025-04-01
ENR001073,FAC0030,2025-04,School-Age,20,18,2025-04-12
ENR001074,FAC0030,2025-05,Infant,6,2,2025-05-22
ENR001075,FAC0030,2025-05,Preschool,11,8,2025-05-28
ENR001076,FAC0030,2025-05,School-Age,4,2,2025-05-03
ENR001077,FAC0030,2025-05,Toddler,8,7,2025-05-05
ENR001078,FAC0030,2025-06,School-Age,6,2,2025-06-05
ENR001079,FAC0030,2025-06,Infant,17,8,2025-06-25
ENR001080,FAC0030,2025-06,Kindergarten,18,8,2025-06-02
ENR001081,FAC0030,2025-07,School-Age,23,14,2025-07-15
ENR001082,FAC0030,2025-07,Preschool,24,19,2025-07-26
ENR001083,FAC0030,2025-08,School-Age,11,5,2025-08-28
ENR001084,FAC0030,2025-08,Preschool,8,6,2025-08-15
ENR001085,FAC0030,2025-08,Kindergarten,7,2,2025-08-11
ENR001086,FAC0030,2025-09,Kindergarten,7,4,2025-09-12
ENR001087,FAC0030,2025-09,Toddler,10,9,2025-09-04
ENR001088,FAC0030,2025-09,Infant,12,11,2025-09-03
ENR001089,FAC0030,2025-10,School-Age,4,2,2025-10-12
ENR001090,FAC0030,2025-10,Toddler,8,5,2025-10-08
ENR001091,FAC0030,2025-10,Preschool,6,3,2025-10-02
ENR001092,FAC0030,2025-10,Infant,4,2,2025-10-05
ENR001093,FAC0030,2025-11,Toddler,9,8,2025-11-16
ENR001094,FAC0030,2025-11,School-Age,5,3,2025-11-05
ENR001095,FAC0030,2025-11,Infant,18,14,2025-11-10
ENR001096,FAC0030,2025-12,Preschool,6,4,2025-12-06
ENR001097,FAC0030,2025-12,Kindergarten,23,12,2025-12-28
ENR001098,FAC0031,2025-01,School-Age,25,22,2025-01-21
ENR001099,FAC0031,2025-01,Kindergarten,34,24,2025-01-14
ENR001100,FAC0031,2025-02,Preschool,39,33,2025-02-19
ENR001101,FAC0031,2025-02,School-Age,24,13,2025-02-28
ENR001102,FAC0031,2025-03,Kindergarten,15,10,2025-03-11
ENR001103,FAC0031,2025-03,School-Age,4,3,2025-03-13
ENR001104,FAC0031,2025-03,Toddler,18,14,2025-03-08
ENR001105,FAC0031,2025-03,Infant,17,10,2025-03-11
ENR001106,FAC0031,2025-04,Preschool,29,26,2025-04-16
ENR001107,FAC0031,2025-04,Infant,37,18,2025-04-16
ENR001108,FAC0031,2025-05,School-Age,8,6,2025-05-23
ENR001109,FAC0031,2025-05,Kindergarten,21,16,2025-05-03
ENR001110,FAC0031,2025-05,Toddler,23,18,2025-05-22
ENR001111,FAC0031,2025-06,Preschool,21,10,2025-06-22
ENR001112,FAC0031,2025-06,Infant,23,15,2025-06-11
ENR001113,FAC0031,2025-06,Kindergarten,8,7,2025-06-08
ENR001114,FAC0031,2025-06,Toddler,18,12,2025-06-27
ENR001115,FAC0031,2025-07,Infant,18,15,2025-07-13
ENR001116,FAC0031,2025-07,School-Age,22,17,2025-07-08
ENR001117,FAC0031,2025-07,Toddler,13,5,2025-07-06
ENR001118,FAC0031,2025-07,Kindergarten,10,7,2025-07-20
ENR001119,FAC0031,2025-08,Kindergarten,15,11,2025-08-05
ENR001120,FAC0031,2025-08,Preschool,21,8,2025-08-11
ENR001121,FAC0031,2025-08,School-Age,5,2,2025-08-28
ENR001122,FAC0031,2025-08,Infant,11,9,2025-08-26
ENR001123,FAC0031,2025-09,Toddler,5,2,2025-09-21
ENR001124,FAC0031,2025-09,Infant,17,11,2025-09-03
ENR001125,FAC0031,2025-09,Preschool,12,4,2025-09-16
ENR001126,FAC0031,2025-10,Toddler,8,3,2025-10-28
ENR001127,FAC0031,2025-10,Kindergarten,19,12,2025-10-14
ENR001128,FAC0031,2025-10,School-Age,15,10,2025-10-16
ENR001129,FAC0031,2025-10,Preschool,15,7,2025-10-05
ENR001130,FAC0031,2025-11,Toddler,47,36,2025-11-25
ENR001131,FAC0031,2025-11,School-Age,7,3,2025-11-26
ENR001132,FAC0031,2025-12,Kindergarten,43,33,2025-12-07
ENR001133,FAC0031,2025-12,Preschool,15,7,2025-12-25
ENR001134,FAC0032,2025-01,School-Age,28,22,2025-01-03
ENR001135,FAC0032,2025-01,Preschool,35,19,2025-01-28
ENR001136,FAC0032,2025-01,Toddler,32,30,2025-01-21
ENR001137,FAC0032,2025-02,Preschool,9,8,2025-02-21
ENR001138,FAC0032,2025-02,School-Age,13,8,2025-02-26
ENR001139,FAC0032,2025-02,Infant,18,11,2025-02-23
ENR001140,FAC0032,2025-02,Kindergarten,7,3,2025-02-14
ENR001141,FAC0032,2025-03,Infant,38,26,2025-03-22
ENR001142,FAC0032,2025-03,Toddler,67,53,2025-03-22
ENR001143,FAC0032,2025-04,School-Age,28,23,2025-04-13
ENR001144,FAC0032,2025-04,Preschool,24,16,2025-04-04
ENR001145,FAC0032,2025-04,Kindergarten,10,4,2025-04-14
ENR001146,FAC0032,2025-04,Toddler,10,5,2025-04-14
ENR001147,FAC0032,2025-05,Toddler,22,18,2025-05-18
ENR001148,FAC0032,2025-05,School-Age,40,24,2025-05-24
ENR001149,FAC0032,2025-05,Preschool,18,12,2025-05-10
ENR001150,FAC0032,2025-06,Preschool,30,24,2025-06-15
ENR001151,FAC0032,2025-06,Kindergarten,25,13,2025-06-15
ENR001152,FAC0032,2025-06,Infant,10,9,2025-06-12
ENR001153,FAC0032,2025-07,Infant,11,7,2025-07-21
ENR001154,FAC0032,2025-07,Kindergarten,41,25,2025-07-11
ENR001155,FAC0032,2025-07,Preschool,45,21,2025-07-14
ENR001156,FAC0032,2025-08,School-Age,9,4,2025-08-20
ENR001157,FAC0032,2025-08,Toddler,42,31,2025-08-13
ENR001158,FAC0032,2025-08,Preschool,33,26,2025-08-23
ENR001159,FAC0032,2025-09,School-Age,69,49,2025-09-25
ENR001160,FAC0032,2025-09,Toddler,67,49,2025-09-09
ENR001161,FAC0032,2025-10,Infant,17,11,2025-10-24
ENR001162,FAC0032,2025-10,School-Age,25,13,2025-10-26
ENR001163,FAC0032,2025-10,Kindergarten,28,17,2025-10-12
ENR001164,FAC0032,2025-10,Preschool,6,3,2025-10-11
ENR001165,FAC0032,2025-11,Kindergarten,27,18,2025-11-11
ENR001166,FAC0032,2025-11,Toddler,63,32,2025-11-03
ENR001167,FAC0032,2025-12,Kindergarten,30,28,2025-12-10
ENR001168,FAC0032,2025-12,Preschool,35,30,2025-12-04
ENR001169,FAC0032,2025-12,Toddler,23,21,2025-12-09
ENR001170,FAC0032,2025-12,Infant,29,20,2025-12-25
ENR001171,FAC0033,2025-01,Kindergarten,12,7,2025-01-25
ENR001172,FAC0033,2025-01,Infant,29,26,2025-01-19
ENR001173,FAC0033,2025-01,Preschool,33,16,2025-01-28
ENR001174,FAC0033,2025-02,Toddler,13,11,2025-02-07
ENR001175,FAC0033,2025-02,Kindergarten,5,4,2025-02-11
ENR001176,FAC0033,2025-03,Infant,17,9,2025-03-17
ENR001177,FAC0033,2025-03,Kindergarten,11,7,2025-03-23
ENR001178,FAC0033,2025-03,School-Age,31,25,2025-03-18
ENR001179,FAC0033,2025-03,Toddler,29,24,2025-03-19
ENR001180,FAC0033,2025-04,Kindergarten,20,17,2025-04-26
ENR001181,FAC0033,2025-04,School-Age,22,13,2025-04-19
ENR001182,FAC0033,2025-05,Kindergarten,27,21,2025-05-10
ENR001183,FAC0033,2025-05,Infant,10,7,2025-05-08
ENR001184,FAC0033,2025-05,Toddler,24,19,2025-05-12
ENR001185,FAC0033,2025-05,Preschool,29,19,2025-05-10
ENR001186,FAC0033,2025-06,Infant,64,35,2025-06-16
ENR001187,FAC0033,2025-06,School-Age,63,57,2025-06-12
ENR001188,FAC0033,2025-07,Infant,7,5,2025-07-25
ENR001189,FAC0033,2025-07,Kindergarten,14,11,2025-07-05
ENR001190,FAC0033,2025-07,Preschool,33,15,2025-07-08
ENR001191,FAC0033,2025-07,Toddler,12,8,2025-07-16
ENR001192,FAC0033,2025-08,Toddler,29,24,2025-08-01
ENR001193,FAC0033,2025-08,Infant,16,13,2025-08-07
ENR001194,FAC0033,2025-08,Preschool,36,20,2025-08-04
ENR001195,FAC0033,2025-09,Toddler,64,59,2025-09-24
ENR001196,FAC0033,2025-09,Kindergarten,17,14,2025-09-01
ENR001197,FAC0033,2025-10,School-Age,28,19,2025-10-18
ENR001198,FAC0033,2025-10,Toddler,36,17,2025-10-16
ENR001199,FAC0033,2025-10,Kindergarten,16,13,2025-10-26
ENR001200,FAC0033,2025-11,Preschool,20,15,2025-11-04
ENR001201,FAC0033,2025-11,Infant,13,7,2025-11-02
ENR001202,FAC0033,2025-12,Kindergarten,22,13,2025-12-12
ENR001203,FAC0033,2025-12,Toddler,26,11,2025-12-16
ENR001204,FAC0033,2025-12,School-Age,27,18,2025-12-20
ENR001205,FAC0033,2025-12,Preschool,9,3,2025-12-26
ENR001206,FAC0034,2025-01,Toddler,24,19,2025-01-09
ENR001207,FAC0034,2025-01,School-Age,7,4,2025-01-10
ENR001208,FAC0034,2025-01,Preschool,5,4,2025-01-21
ENR001209,FAC0034,2025-02,School-Age,13,5,2025-02-10
ENR001210,FAC0034,2025-02,Preschool,8,6,2025-02-17
ENR001211,FAC0034,2025-03,Kindergarten,34,31,2025-03-11
ENR001212,FAC0034,2025-03,Infant,29,18,2025-03-13
ENR001213,FAC0034,2025-04,Toddler,38,30,2025-04-10
ENR001214,FAC0034,2025-04,Kindergarten,30,23,2025-04-10
ENR001215,FAC0034,2025-05,Preschool,21,18,2025-05-09
ENR001216,FAC0034,2025-05,Kindergarten,16,7,2025-05-28
ENR001217,FAC0034,2025-05,Infant,20,18,2025-05-05
ENR001218,FAC0034,2025-06,Preschool,14,12,2025-06-15
ENR001219,FAC0034,2025-06,Toddler,7,3,2025-06-04
ENR001220,FAC0034,2025-06,Kindergarten,20,8,2025-06-04
ENR001221,FAC0034,2025-07,Infant,10,4,2025-07-27
ENR001222,FAC0034,2025-07,Preschool,21,15,2025-07-01
ENR001223,FAC0034,2025-08,School-Age,20,15,2025-08-14
ENR001224,FAC0034,2025-08,Preschool,24,21,2025-08-26
ENR001225,FAC0034,2025-08,Infant,20,10,2025-08-06
ENR001226,FAC0034,2025-09,Infant,23,10,2025-09-04
ENR001227,FAC0034,2025-09,School-Age,29,14,2025-09-02
ENR001228,FAC0034,2025-10,Kindergarten,14,9,2025-10-27
ENR001229,FAC0034,2025-10,Toddler,13,7,2025-10-16
ENR001230,FAC0034,2025-10,School-Age,12,6,2025-10-20
ENR001231,FAC0034,2025-10,Preschool,15,10,2025-10-09
ENR001232,FAC0034,2025-11,Infant,9,4,2025-11-21
ENR001233,FAC0034,2025-11,School-Age,26,13,2025-11-03
ENR001234,FAC0034,2025-12,School-Age,5,3,2025-12-27
ENR001235,FAC0034,2025-12,Preschool,11,7,2025-12-18
ENR001236,FAC0034,2025-12,Infant,9,3,2025-12-15
ENR001237,FAC0034,2025-12,Toddler,5,3,2025-12-24
ENR001238,FAC0035,2025-01,School-Age,23,18,2025-01-15
ENR001239,FAC0035,2025-01,Toddler,21,15,2025-01-27
ENR001240,FAC0035,2025-01,Kindergarten,9,4,2025-01-09
ENR001241,FAC0035,2025-02,Kindergarten,6,4,2025-02-08
ENR001242,FAC0035,2025-02,Toddler,32,21,2025-02-09
ENR001243,FAC0035,2025-03,Kindergarten,5,2,2025-03-18
ENR001244,FAC0035,2025-03,Toddler,12,5,2025-03-19
ENR001245,FAC0035,2025-03,Preschool,5,2,2025-03-04
ENR001246,FAC0035,2025-03,School-Age,6,4,2025-03-17
ENR001247,FAC0035,2025-04,Kindergarten,14,8,2025-04-08
ENR001248,FAC0035,2025-04,Toddler,9,8,2025-04-19
ENR001249,FAC0035,2025-04,Preschool,9,3,2025-04-23
ENR001250,FAC0035,2025-04,School-Age,13,11,2025-04-09
ENR001251,FAC0035,2025-05,Kindergarten,20,10,2025-05-08
ENR001252,FAC0035,2025-05,Preschool,18,11,2025-05-14
ENR001253,FAC0035,2025-05,Toddler,8,5,2025-05-03
ENR001254,FAC0035,2025-06,Preschool,19,7,2025-06-25
ENR001255,FAC0035,2025-06,School-Age,20,14,2025-06-20
ENR001256,FAC0035,2025-06,Toddler,10,7,2025-06-28
ENR001257,FAC0035,2025-07,Preschool,16,9,2025-07-18
ENR001258,FAC0035,2025-07,Kindergarten,6,3,2025-07-26
